Name,Template,Reference
vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.styles+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.table+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.template,application/vnd.openxmlformats-officedocument.spreadsheetml.template,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.theme+xml,application/vnd.openxmlformats-officedocument.theme+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.themeOverride+xml,application/vnd.openxmlformats-officedocument.themeOverride+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.vmlDrawing,application/vnd.openxmlformats-officedocument.vmlDrawing,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.comments+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.comments+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.footer+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.footer+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.settings+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.styles+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.styles+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.template,application/vnd.openxmlformats-officedocument.wordprocessingml.template,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml,application/vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml,[Makoto_Murata]
vnd.openxmlformats-package.core-properties+xml,application/vnd.openxmlformats-package.core-properties+xml,[Makoto_Murata]
vnd.openxmlformats-package.digital-signature-xmlsignature+xml,application/vnd.openxmlformats-package.digital-signature-xmlsignature+xml,[Makoto_Murata]
vnd.openxmlformats-package.relationships+xml,application/vnd.openxmlformats-package.relationships+xml,[Makoto_Murata]
vnd.oracle.resource+json,application/vnd.oracle.resource+json,[Ning_Dong]
vnd.orange.indata,application/vnd.orange.indata,[CHATRAS_Bruno]
vnd.osa.netdeploy,application/vnd.osa.netdeploy,[Steven_Klos]
vnd.osgeo.mapguide.package,application/vnd.osgeo.mapguide.package,[Jason_Birch]
vnd.osgi.bundle,application/vnd.osgi.bundle,[Peter_Kriens]
vnd.osgi.dp,application/vnd.osgi.dp,[Peter_Kriens]
vnd.osgi.subsystem,application/vnd.osgi.subsystem,[Peter_Kriens]
vnd.otps.ct-kip+xml,application/vnd.otps.ct-kip+xml,[Magnus_Nystrom]
vnd.oxli.countgraph,application/vnd.oxli.countgraph,[C._Titus_Brown]
vnd.pagerduty+json,application/vnd.pagerduty+json,[Steve_Rice]
vnd.palm,application/vnd.palm,[Gavin_Peacock]
vnd.panoply,application/vnd.panoply,[Natarajan_Balasundara]
vnd.paos.xml,application/vnd.paos.xml,[John_Kemp]
vnd.patentdive,application/vnd.patentdive,[Christian_Trosclair]
vnd.patientecommsdoc,application/vnd.patientecommsdoc,[Andrew_David_Kendall]
vnd.pawaafile,application/vnd.pawaafile,[Prakash_Baskaran]
vnd.pcos,application/vnd.pcos,[Slawomir_Lisznianski]
vnd.pg.format,application/vnd.pg.format,[April_Gandert]
vnd.pg.osasli,application/vnd.pg.osasli,[April_Gandert]
vnd.piaccess.application-licence,application/vnd.piaccess.application-licence,[Lucas_Maneos]
vnd.picsel,application/vnd.picsel,[Giuseppe_Naccarato]
vnd.pmi.widget,application/vnd.pmi.widget,[Rhys_Lewis]
vnd.poc.group-advertisement+xml,application/vnd.poc.group-advertisement+xml,[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.pocketlearn,application/vnd.pocketlearn,[Jorge_Pando]
vnd.powerbuilder6,application/vnd.powerbuilder6,[David_Guy]
vnd.powerbuilder6-s,application/vnd.powerbuilder6-s,[David_Guy]
vnd.powerbuilder7,application/vnd.powerbuilder7,[Reed_Shilts]
vnd.powerbuilder75,application/vnd.powerbuilder75,[Reed_Shilts]
vnd.powerbuilder75-s,application/vnd.powerbuilder75-s,[Reed_Shilts]
vnd.powerbuilder7-s,application/vnd.powerbuilder7-s,[Reed_Shilts]
vnd.preminet,application/vnd.preminet,[Juoko_Tenhunen]
vnd.previewsystems.box,application/vnd.previewsystems.box,[Roman_Smolgovsky]
vnd.proteus.magazine,application/vnd.proteus.magazine,[Pete_Hoch]
vnd.psfs,application/vnd.psfs,[Kristopher_Durski]
vnd.publishare-delta-tree,application/vnd.publishare-delta-tree,[Oren_Ben-Kiki]
vnd.pvi.ptid1,application/vnd.pvi.ptid1,[Charles_P._Lamb]
vnd.pwg-multiplexed,application/vnd.pwg-multiplexed,[RFC3391]
vnd.pwg-xhtml-print+xml,application/vnd.pwg-xhtml-print+xml,[Don_Wright]
vnd.qualcomm.brew-app-res,application/vnd.qualcomm.brew-app-res,[Glenn_Forrester]
vnd.quarantainenet,application/vnd.quarantainenet,[Casper_Joost_Eyckelhof]
vnd.Quark.QuarkXPress,application/vnd.Quark.QuarkXPress,[Hannes_Scheidler]
vnd.quobject-quoxdocument,application/vnd.quobject-quoxdocument,[Matthias_Ludwig]
vnd.radisys.moml+xml,application/vnd.radisys.moml+xml,[RFC5707]
vnd.radisys.msml-audit-conf+xml,application/vnd.radisys.msml-audit-conf+xml,[RFC5707]
vnd.radisys.msml-audit-conn+xml,application/vnd.radisys.msml-audit-conn+xml,[RFC5707]
vnd.radisys.msml-audit-dialog+xml,application/vnd.radisys.msml-audit-dialog+xml,[RFC5707]
vnd.radisys.msml-audit-stream+xml,application/vnd.radisys.msml-audit-stream+xml,[RFC5707]
vnd.radisys.msml-audit+xml,application/vnd.radisys.msml-audit+xml,[RFC5707]
vnd.radisys.msml-conf+xml,application/vnd.radisys.msml-conf+xml,[RFC5707]
vnd.radisys.msml-dialog-base+xml,application/vnd.radisys.msml-dialog-base+xml,[RFC5707]
vnd.radisys.msml-dialog-fax-detect+xml,application/vnd.radisys.msml-dialog-fax-detect+xml,[RFC5707]
vnd.radisys.msml-dialog-fax-sendrecv+xml,application/vnd.radisys.msml-dialog-fax-sendrecv+xml,[RFC5707]
vnd.radisys.msml-dialog-group+xml,application/vnd.radisys.msml-dialog-group+xml,[RFC5707]
vnd.radisys.msml-dialog-speech+xml,application/vnd.radisys.msml-dialog-speech+xml,[RFC5707]
vnd.radisys.msml-dialog-transform+xml,application/vnd.radisys.msml-dialog-transform+xml,[RFC5707]
vnd.radisys.msml-dialog+xml,application/vnd.radisys.msml-dialog+xml,[RFC5707]
vnd.radisys.msml+xml,application/vnd.radisys.msml+xml,[RFC5707]
vnd.rainstor.data,application/vnd.rainstor.data,[Kevin_Crook]
vnd.rapid,application/vnd.rapid,[Etay_Szekely]
vnd.rar,application/vnd.rar,[Kim_Scarborough]
vnd.realvnc.bed,application/vnd.realvnc.bed,[Nick_Reeves]
vnd.recordare.musicxml,application/vnd.recordare.musicxml,[W3C_Music_Notation_Community_Group]
vnd.recordare.musicxml+xml,application/vnd.recordare.musicxml+xml,[W3C_Music_Notation_Community_Group]
vnd.RenLearn.rlprint,application/vnd.RenLearn.rlprint,[James_Wick]
vnd.restful+json,application/vnd.restful+json,[Stephen_Mizell]
vnd.rig.cryptonote,application/vnd.rig.cryptonote,[Ken_Jibiki]
vnd.route66.link66+xml,application/vnd.route66.link66+xml,[Sybren_Kikstra]
vnd.rs-274x,application/vnd.rs-274x,[Lee_Harding]
vnd.ruckus.download,application/vnd.ruckus.download,[Jerry_Harris]
vnd.s3sms,application/vnd.s3sms,[Lauri_Tarkkala]
vnd.sailingtracker.track,application/vnd.sailingtracker.track,[Heikki_Vesalainen]
vnd.sbm.cid,application/vnd.sbm.cid,[Shinji_Kusakari]
vnd.sbm.mid2,application/vnd.sbm.mid2,[Masanori_Murai]
vnd.scribus,application/vnd.scribus,[Craig_Bradney]
vnd.sealed.3df,application/vnd.sealed.3df,[John_Kwan]
vnd.sealed.csf,application/vnd.sealed.csf,[John_Kwan]
vnd.sealed.doc,application/vnd.sealed.doc,[David_Petersen]
vnd.sealed.eml,application/vnd.sealed.eml,[David_Petersen]
vnd.sealed.mht,application/vnd.sealed.mht,[David_Petersen]
vnd.sealed.net,application/vnd.sealed.net,[Martin_Lambert]
vnd.sealed.ppt,application/vnd.sealed.ppt,[David_Petersen]
vnd.sealed.tiff,application/vnd.sealed.tiff,[John_Kwan][Martin_Lambert]
vnd.sealed.xls,application/vnd.sealed.xls,[David_Petersen]
vnd.sealedmedia.softseal.html,application/vnd.sealedmedia.softseal.html,[David_Petersen]
vnd.sealedmedia.softseal.pdf,application/vnd.sealedmedia.softseal.pdf,[David_Petersen]
vnd.seemail,application/vnd.seemail,[Steve_Webb]
vnd.sema,application/vnd.sema,[Anders_Hansson]
vnd.semd,application/vnd.semd,[Anders_Hansson]
vnd.semf,application/vnd.semf,[Anders_Hansson]
vnd.shade-save-file,application/vnd.shade-save-file,[Connor_Horman]
vnd.shana.informed.formdata,application/vnd.shana.informed.formdata,[Guy_Selzler]
vnd.shana.informed.formtemplate,application/vnd.shana.informed.formtemplate,[Guy_Selzler]
vnd.shana.informed.interchange,application/vnd.shana.informed.interchange,[Guy_Selzler]
vnd.shana.informed.package,application/vnd.shana.informed.package,[Guy_Selzler]
vnd.shootproof+json,application/vnd.shootproof+json,[Ben_Ramsey]
vnd.shopkick+json,application/vnd.shopkick+json,[Ronald_Jacobs]
vnd.sigrok.session,application/vnd.sigrok.session,[Uwe_Hermann]
vnd.SimTech-MindMapper,application/vnd.SimTech-MindMapper,[Patrick_Koh]
vnd.siren+json,application/vnd.siren+json,[Kevin_Swiber]
vnd.smaf,application/vnd.smaf,[Hiroaki_Takahashi]
vnd.smart.notebook,application/vnd.smart.notebook,[Jonathan_Neitz]
vnd.smart.teacher,application/vnd.smart.teacher,[Michael_Boyle]
vnd.software602.filler.form+xml,application/vnd.software602.filler.form+xml,[Jakub_Hytka][Martin_Vondrous]
vnd.software602.filler.form-xml-zip,application/vnd.software602.filler.form-xml-zip,[Jakub_Hytka][Martin_Vondrous]
vnd.solent.sdkm+xml,application/vnd.solent.sdkm+xml,[Cliff_Gauntlett]
vnd.spotfire.dxp,application/vnd.spotfire.dxp,[Stefan_Jernberg]
vnd.spotfire.sfs,application/vnd.spotfire.sfs,[Stefan_Jernberg]
vnd.sqlite3,application/vnd.sqlite3,[Clemens_Ladisch]
vnd.sss-cod,application/vnd.sss-cod,[Asang_Dani]
vnd.sss-dtf,application/vnd.sss-dtf,[Eric_Bruno]
vnd.sss-ntf,application/vnd.sss-ntf,[Eric_Bruno]
vnd.stepmania.package,application/vnd.stepmania.package,[Henrik_Andersson]
vnd.stepmania.stepchart,application/vnd.stepmania.stepchart,[Henrik_Andersson]
vnd.street-stream,application/vnd.street-stream,[Glenn_Levitt]
vnd.sun.wadl+xml,application/vnd.sun.wadl+xml,[Marc_Hadley]
vnd.sus-calendar,application/vnd.sus-calendar,[Jonathan_Niedfeldt]
vnd.svd,application/vnd.svd,[Scott_Becker]
vnd.swiftview-ics,application/vnd.swiftview-ics,[Glenn_Widener]
vnd.syncml.dm.notification,application/vnd.syncml.dm.notification,[Peter_Thompson][OMA-DM_Work_Group]
vnd.syncml.dmddf+xml,application/vnd.syncml.dmddf+xml,[OMA-DM_Work_Group]
vnd.syncml.dmtnds+wbxml,application/vnd.syncml.dmtnds+wbxml,[OMA-DM_Work_Group]
vnd.syncml.dmtnds+xml,application/vnd.syncml.dmtnds+xml,[OMA-DM_Work_Group]
vnd.syncml.dmddf+wbxml,application/vnd.syncml.dmddf+wbxml,[OMA-DM_Work_Group]
vnd.syncml.dm+wbxml,application/vnd.syncml.dm+wbxml,[OMA-DM_Work_Group]
vnd.syncml.dm+xml,application/vnd.syncml.dm+xml,[Bindu_Rama_Rao][OMA-DM_Work_Group]
vnd.syncml.ds.notification,application/vnd.syncml.ds.notification,[OMA_Data_Synchronization_Working_Group]
vnd.syncml+xml,application/vnd.syncml+xml,[OMA_Data_Synchronization_Working_Group]
vnd.tableschema+json,application/vnd.tableschema+json,[Paul_Walsh]
vnd.tao.intent-module-archive,application/vnd.tao.intent-module-archive,[Daniel_Shelton]
vnd.tcpdump.pcap,application/vnd.tcpdump.pcap,[Guy_Harris][Glen_Turner]
vnd.think-cell.ppttc+json,application/vnd.think-cell.ppttc+json,[Arno_Schoedl]
vnd.tml,application/vnd.tml,[Joey_Smith]
vnd.tmd.mediaflex.api+xml,application/vnd.tmd.mediaflex.api+xml,[Alex_Sibilev]
vnd.tmobile-livetv,application/vnd.tmobile-livetv,[Nicolas_Helin]
vnd.tri.onesource,application/vnd.tri.onesource,[Rick_Rupp]
vnd.trid.tpt,application/vnd.trid.tpt,[Frank_Cusack]
vnd.triscape.mxs,application/vnd.triscape.mxs,[Steven_Simonoff]
vnd.trueapp,application/vnd.trueapp,[J._Scott_Hepler]
vnd.truedoc,application/vnd.truedoc,[Brad_Chase]
vnd.ubisoft.webplayer,application/vnd.ubisoft.webplayer,[Martin_Talbot]
vnd.ufdl,application/vnd.ufdl,[Dave_Manning]
vnd.uiq.theme,application/vnd.uiq.theme,[Tim_Ocock]
vnd.umajin,application/vnd.umajin,[Jamie_Riden]
vnd.unity,application/vnd.unity,[Unity3d]
vnd.uoml+xml,application/vnd.uoml+xml,[Arne_Gerdes]
vnd.uplanet.alert,application/vnd.uplanet.alert,[Bruce_Martin]
vnd.uplanet.alert-wbxml,application/vnd.uplanet.alert-wbxml,[Bruce_Martin]
vnd.uplanet.bearer-choice,application/vnd.uplanet.bearer-choice,[Bruce_Martin]
vnd.uplanet.bearer-choice-wbxml,application/vnd.uplanet.bearer-choice-wbxml,[Bruce_Martin]
vnd.uplanet.cacheop,application/vnd.uplanet.cacheop,[Bruce_Martin]
vnd.uplanet.cacheop-wbxml,application/vnd.uplanet.cacheop-wbxml,[Bruce_Martin]
vnd.uplanet.channel,application/vnd.uplanet.channel,[Bruce_Martin]
vnd.uplanet.channel-wbxml,application/vnd.uplanet.channel-wbxml,[Bruce_Martin]
vnd.uplanet.list,application/vnd.uplanet.list,[Bruce_Martin]
vnd.uplanet.listcmd,application/vnd.uplanet.listcmd,[Bruce_Martin]
vnd.uplanet.listcmd-wbxml,application/vnd.uplanet.listcmd-wbxml,[Bruce_Martin]
vnd.uplanet.list-wbxml,application/vnd.uplanet.list-wbxml,[Bruce_Martin]
vnd.uri-map,application/vnd.uri-map,[Sebastian_Baer]
vnd.uplanet.signal,application/vnd.uplanet.signal,[Bruce_Martin]
vnd.valve.source.material,application/vnd.valve.source.material,[Henrik_Andersson]
vnd.vcx,application/vnd.vcx,[Taisuke_Sugimoto]
vnd.vd-study,application/vnd.vd-study,[Luc_Rogge]
vnd.vectorworks,application/vnd.vectorworks,[Lyndsey_Ferguson][Biplab_Sarkar]
vnd.vel+json,application/vnd.vel+json,[James_Wigger]
vnd.verimatrix.vcas,application/vnd.verimatrix.vcas,[Petr_Peterka]
vnd.veryant.thin,application/vnd.veryant.thin,[Massimo_Bertoli]
vnd.ves.encrypted,application/vnd.ves.encrypted,[Jim_Zubov]
vnd.vidsoft.vidconference,application/vnd.vidsoft.vidconference,[Robert_Hess]
vnd.visio,application/vnd.visio,[Troy_Sandal]
vnd.visionary,application/vnd.visionary,[Gayatri_Aravindakumar]
vnd.vividence.scriptfile,application/vnd.vividence.scriptfile,[Mark_Risher]
vnd.vsf,application/vnd.vsf,[Delton_Rowe]
vnd.wap.sic,application/vnd.wap.sic,[WAP-Forum]
vnd.wap.slc,application/vnd.wap.slc,[WAP-Forum]
vnd.wap.wbxml,application/vnd.wap.wbxml,[Peter_Stark]
vnd.wap.wmlc,application/vnd.wap.wmlc,[Peter_Stark]
vnd.wap.wmlscriptc,application/vnd.wap.wmlscriptc,[Peter_Stark]
vnd.webturbo,application/vnd.webturbo,[Yaser_Rehem]
vnd.wfa.p2p,application/vnd.wfa.p2p,[Mick_Conley]
vnd.wfa.wsc,application/vnd.wfa.wsc,[Wi-Fi_Alliance]
vnd.windows.devicepairing,application/vnd.windows.devicepairing,[Priya_Dandawate]
vnd.wmc,application/vnd.wmc,[Thomas_Kjornes]
vnd.wmf.bootstrap,application/vnd.wmf.bootstrap,[Thinh_Nguyenphu][Prakash_Iyer]
vnd.wolfram.mathematica,application/vnd.wolfram.mathematica,[Wolfram]
vnd.wolfram.mathematica.package,application/vnd.wolfram.mathematica.package,[Wolfram]
vnd.wolfram.player,application/vnd.wolfram.player,[Wolfram]
vnd.wordperfect,application/vnd.wordperfect,[Kim_Scarborough]
vnd.wqd,application/vnd.wqd,[Jan_Bostrom]
vnd.wrq-hp3000-labelled,application/vnd.wrq-hp3000-labelled,[Chris_Bartram]
vnd.wt.stf,application/vnd.wt.stf,[Bill_Wohler]
vnd.wv.csp+xml,application/vnd.wv.csp+xml,[John_Ingi_Ingimundarson]
vnd.wv.csp+wbxml,application/vnd.wv.csp+wbxml,[Matti_Salmi]
vnd.wv.ssp+xml,application/vnd.wv.ssp+xml,[John_Ingi_Ingimundarson]
vnd.xacml+json,application/vnd.xacml+json,[David_Brossard]
vnd.xara,application/vnd.xara,[David_Matthewman]
vnd.xfdl,application/vnd.xfdl,[Dave_Manning]
vnd.xfdl.webform,application/vnd.xfdl.webform,[Michael_Mansell]
vnd.xmi+xml,application/vnd.xmi+xml,[Fred_Waskiewicz]
vnd.xmpie.cpkg,application/vnd.xmpie.cpkg,[Reuven_Sherwin]
vnd.xmpie.dpkg,application/vnd.xmpie.dpkg,[Reuven_Sherwin]
vnd.xmpie.plan,application/vnd.xmpie.plan,[Reuven_Sherwin]
vnd.xmpie.ppkg,application/vnd.xmpie.ppkg,[Reuven_Sherwin]
vnd.xmpie.xlim,application/vnd.xmpie.xlim,[Reuven_Sherwin]
vnd.yamaha.hv-dic,application/vnd.yamaha.hv-dic,[Tomohiro_Yamamoto]
vnd.yamaha.hv-script,application/vnd.yamaha.hv-script,[Tomohiro_Yamamoto]
vnd.yamaha.hv-voice,application/vnd.yamaha.hv-voice,[Tomohiro_Yamamoto]
vnd.yamaha.openscoreformat.osfpvg+xml,application/vnd.yamaha.openscoreformat.osfpvg+xml,[Mark_Olleson]
vnd.yamaha.openscoreformat,application/vnd.yamaha.openscoreformat,[Mark_Olleson]
vnd.yamaha.remote-setup,application/vnd.yamaha.remote-setup,[Takehiro_Sukizaki]
vnd.yamaha.smaf-audio,application/vnd.yamaha.smaf-audio,[Keiichi_Shinoda]
vnd.yamaha.smaf-phrase,application/vnd.yamaha.smaf-phrase,[Keiichi_Shinoda]
vnd.yamaha.through-ngn,application/vnd.yamaha.through-ngn,[Takehiro_Sukizaki]
vnd.yamaha.tunnel-udpencap,application/vnd.yamaha.tunnel-udpencap,[Takehiro_Sukizaki]
vnd.yaoweme,application/vnd.yaoweme,[Jens_Jorgensen]
vnd.yellowriver-custom-menu,application/vnd.yellowriver-custom-menu,[Mr._Yellow]
vnd.youtube.yt - OBSOLETED in favor of video/vnd.youtube.yt,application/vnd.youtube.yt,[Laura_Wood]
vnd.zul,application/vnd.zul,[Rene_Grothmann]
vnd.zzazz.deck+xml,application/vnd.zzazz.deck+xml,[Micheal_Hewett]
voicexml+xml,application/voicexml+xml,[RFC4267]
voucher-cms+json,application/voucher-cms+json,[RFC8366]
vq-rtcpxr,application/vq-rtcpxr,[RFC6035]
watcherinfo+xml,application/watcherinfo+xml,[RFC3858]
webpush-options+json,application/webpush-options+json,[RFC8292]
whoispp-query,application/whoispp-query,[RFC2957]
whoispp-response,application/whoispp-response,[RFC2958]
widget,application/widget,[W3C][Steven_Pemberton][W3C-Widgets-2012]
wita,application/wita,[Larry_Campbell]
wordperfect5.1,application/wordperfect5.1,[Paul_Lindner]
wsdl+xml,application/wsdl+xml,[W3C]
wspolicy+xml,application/wspolicy+xml,[W3C]
x-www-form-urlencoded,application/x-www-form-urlencoded,[W3C][Robin_Berjon]
x400-bp,application/x400-bp,[RFC1494]
xacml+xml,application/xacml+xml,[RFC7061]
xcap-att+xml,application/xcap-att+xml,[RFC4825]
xcap-caps+xml,application/xcap-caps+xml,[RFC4825]
xcap-diff+xml,application/xcap-diff+xml,[RFC5874]
xcap-el+xml,application/xcap-el+xml,[RFC4825]
xcap-error+xml,application/xcap-error+xml,[RFC4825]
xcap-ns+xml,application/xcap-ns+xml,[RFC4825]
xcon-conference-info-diff+xml,application/xcon-conference-info-diff+xml,[RFC6502]
xcon-conference-info+xml,application/xcon-conference-info+xml,[RFC6502]
xenc+xml,application/xenc+xml,[Joseph_Reagle][XENC_Working_Group]
xhtml+xml,application/xhtml+xml,[W3C][Robin_Berjon]
xliff+xml,application/xliff+xml,[OASIS][Chet_Ensign]
xml,application/xml,[RFC7303]
xml-dtd,application/xml-dtd,[RFC7303]
xml-external-parsed-entity,application/xml-external-parsed-entity,[RFC7303]
xml-patch+xml,application/xml-patch+xml,[RFC7351]
xmpp+xml,application/xmpp+xml,[RFC3923]
xop+xml,application/xop+xml,[Mark_Nottingham]
xslt+xml,,[W3C][http://www.w3.org/TR/2007/REC-xslt20-20070123/#media-type-registration]
xv+xml,application/xv+xml,[RFC4374]
yang,application/yang,[RFC6020]
yang-data+json,application/yang-data+json,[RFC8040]
yang-data+xml,application/yang-data+xml,[RFC8040]
yang-patch+json,application/yang-patch+json,[RFC8072]
yang-patch+xml,application/yang-patch+xml,[RFC8072]
yin+xml,application/yin+xml,[RFC6020]
zip,application/zip,[Paul_Lindner]
zlib,application/zlib,[RFC6713]
zstd,application/zstd,[RFC8478]
